DIMENSION:14473,
13050,87016.6667
15100,88483.3333
14583.3333,88333.3333
14450,88300
14416.6667,89083.3333
13583.3333,86916.6667
13783.3333,87150
16050,86983.3333
14666.6667,88933.3333
13683.3333,87516.6667
14100,87083.3333
14600,86583.3333
13816.6667,87233.3333
13816.6667,87233.3333
14100,88266.6667
13833.3333,87250
13566.6667,87150
13566.6667,87150
13466.6667,87066.6667
14800,88816.6667
13483.3333,86900
14950,87966.6667
15050,88633.3333
14733.3333,88750
13616.6667,86933.3333
13966.6667,86516.6667
13616.6667,86933.3333
13550,87050
13533.3333,87033.3333
13483.3333,86783.3333
13083.3333,86983.3333
14300,87700
14766.6667,89016.6667
14966.6667,87366.6667
14083.3333,88633.3333
14083.3333,88633.3333
15616.6667,87400
15083.3333,86816.6667
14983.3333,88783.3333
14866.6667,88183.3333
14600,89066.6667
13883.3333,88233.3333
13700,87650
13416.6667,87300
13683.3333,87533.3333
13683.3333,87533.3333
14650,88883.3333
14650,88883.3333
14716.6667,87583.3333
14416.6667,87966.6667
13783.3333,86933.3333
14316.6667,87083.3333
13833.3333,87250
15033.3333,89166.6667
14000,86566.6667
13733.3333,87066.6667
13633.3333,87050
14350,88500
13816.6667,87233.3333
13766.6667,86800
13433.3333,86933.3333
14133.3333,88350
15650,87616.6667
14850,87616.6667
14816.6667,88216.6667
14666.6667,88033.3333
14650,88316.6667
15116.6667,87733.3333
13350,87016.6667
13216.6667,87050
14283.3333,86700
14616.6667,89033.3333
14000,88200
13750,87416.6667
13733.3333,87333.3333
13666.6667,87316.6667
13450,87750
13383.3333,86983.3333
13316.6667,86866.6667
13683.3333,87550
13683.3333,87550
15183.3333,88100
14600,88550
14516.6667,87133.3333
14483.3333,87133.3333
14383.3333,87333.3333
14900,87650
14450,87966.6667
13583.3333,87150
13650,87500
14183.3333,86666.6667
14066.6667,86366.6667
13683.3333,87350
13583.3333,87483.3333
13533.3333,87750
15033.3333,86833.3333
13766.6667,87200
14700,87550
13716.6667,87316.6667
13166.6667,87050
15633.3333,88166.6667
15116.6667,88433.3333
13800,87316.6667
13766.6667,87233.3333
13633.3333,86900
15633.3333,88166.6667
15116.6667,88433.3333
14916.6667,89033.3333
13800,87316.6667
13766.6667,87233.3333
13633.3333,86933.3333
13633.3333,86900
13516.6667,86933.3333
13500,87116.6667
13516.6667,86933.3333
14166.6667,87283.3333
15650,86366.6667
14933.3333,86683.3333
13416.6667,87550
15716.6667,86883.3333
13950,87883.3333
14283.3333,86783.3333
14283.3333,86783.3333
15683.3333,87066.6667
15083.3333,87700
15750,87266.6667
15683.3333,87066.6667
15433.3333,87066.6667
15100,87216.6667
15033.3333,86883.3333
13800,86650
13766.6667,87250
15750,87266.6667
15683.3333,87066.6667
15566.6667,87283.3333
13783.3333,86833.3333
13083.3333,86950
14616.6667,87716.6667
15083.3333,87650
14083.3333,86700
15000,87300
15083.3333,87700
14933.3333,87450
14550,87600
14733.3333,87450
14733.3333,87450
14750,87550
14100,86750
14100,86750
15150,88266.6667
14350,88483.3333
15116.6667,88083.3333
15000,88250
14550,87766.6667
13683.3333,86850
15050,88650
14983.3333,88800
14783.3333,88783.3333
15050,88850
14866.6667,88400
15050,88850
14866.6667,88400
14983.3333,88783.3333
14933.3333,87450
14550,87600
13500,87033.3333
14650,88716.6667
14433.3333,88383.3333
15283.3333,85416.6667
14433.3333,87950
14100,86833.3333
14533.3333,88883.3333
15050,88866.6667
14100,87116.6667
14133.3333,87150
15396.6667,88559.7222
15033.3333,88650
14850,88633.3333
14783.3333,87583.3333
14100,88533.3333
14100,87183.3333
14100,87116.6667
14233.3333,88216.6667
13483.3333,87116.6667
14983.3333,88200
14116.6667,88233.3333
13850,87616.6667
14150,87150
13600,86900
13916.6667,87216.6667
15066.6667,83283.3333
15316.6667,87283.3333
14000,87233.3333
14233.3333,87750
13616.6667,87600
14633.3333,88616.6667
14233.3333,88350
14233.3333,87750
13666.6667,87133.3333
14650,88483.3333
14566.6667,88483.3333
13633.3333,87633.3333
14733.3333,88600
14483.3333,88766.6667
14416.6667,88233.3333
13666.6667,87666.6667
13766.6667,87666.6667
14016.6667,88100
14983.3333,88300
14850,89200
14683.3333,88666.6667
14583.3333,88516.6667
14466.6667,89016.6667
14466.6667,88050
14450,88750
13383.3333,87750
14366.6667,87883.3333
14866.6667,89183.3333
14233.3333,88000
14016.6667,88566.6667
14016.6667,87916.6667
13950,88233.3333
13700,87433.3333
13683.3333,86850
13666.6667,87366.6667
13533.3333,87666.6667
13083.3333,87066.6667
14700,88400
13766.6667,87666.6667
14266.6667,88383.3333
13933.3333,87500
13766.6667,87666.6667
14783.3333,88416.6667
13700,87683.3333
14983.3333,88300
14383.3333,88916.6667
14216.6667,88433.3333
14116.6667,88200
14850,89200
14033.3333,88633.3333
14366.6667,87883.3333
14283.3333,88850
13566.6667,87716.6667
14333.3333,87216.6667
14033.3333,87500
14116.6667,88200
14233.3333,88883.3333
14116.6667,88566.6667
14033.3333,88033.3333
14450,88750
15083.3333,88733.3333
14883.3333,88500
14150,88333.3333
14150,88283.3333
14116.6667,88400
13816.6667,88333.3333
15016.6667,88783.3333
13900,88200
14866.6667,89150
15016.6667,88433.3333
13916.6667,87016.6667
13900,86983.3333
13533.3333,87083.3333
14850,87750
15833.3333,86483.3333
14933.3333,83850
14933.3333,83850
14933.3333,83850
15083.3333,88166.6667
13666.6667,86816.6667
13916.6667,87300
15100,88683.3333
14200,87050
14166.6667,86800
13833.3333,86866.6667
13816.6667,86950
14550,87733.3333
14766.6667,88683.3333
14566.6667,86716.6667
14183.3333,87883.3333
14183.3333,87883.3333
15133.3333,86050
14450,87100
13966.6667,87100
13966.6667,86483.3333
13400,87166.6667
15400,86650
15900,85016.6667
15400,87933.3333
15400,86650
15300,86216.6667
14916.6667,87200
14666.6667,87100
14583.3333,86533.3333
14200,88866.6667
14166.6667,88750
13866.6667,86650
13733.3333,86883.3333
13466.6667,87100
13433.3333,86966.6667
15850,85550
14950,88316.6667
14666.6667,89050
14000,86733.3333
13983.3333,88416.6667
13916.6667,88200
15133.3333,86050
15900,85016.6667
15866.6667,84916.6667
15200,85900
14083.3333,86850
15866.6667,85500
15683.3333,87033.3333
15116.6667,88150
14883.3333,88866.6667
14850,86766.6667
14833.3333,88716.6667
14583.3333,86866.6667
14216.6667,87933.3333
14216.6667,86216.6667
13983.3333,87150
13083.3333,86966.6667
15350,85400
15800,86483.3333
15433.3333,87916.6667
14233.3333,87800
13816.6667,86650
15383.3333,87933.3333
14133.3333,88766.6667
15183.3333,83466.6667
14416.6667,87666.6667
15766.6667,85750
15766.6667,85750
15900,86216.6667
15200,88633.3333
14816.6667,89000
14783.3333,88183.3333
14433.3333,87783.3333
14600,87900
13200,87066.6667
14500,88766.6667
14666.6667,88516.6667
15600,86166.6667
14200,87850
14033.3333,87533.3333
14200,88150
14066.6667,87466.6667
14200,87850
14616.6667,86583.3333
14600,86583.3333
14200,87816.6667
14966.6667,88800
14783.3333,88583.3333
13866.6667,87000
13866.6667,87000
14550,87733.3333
13866.6667,88216.6667
15783.3333,85700
14000,87533.3333
14500,88766.6667
14716.6667,84083.3333
14883.3333,88466.6667
14866.6667,88566.6667
14683.3333,88716.6667
14366.6667,87700
14716.6667,84083.3333
14566.6667,86866.6667
15016.6667,88900
15050,88283.3333
15350,88066.6667
15183.3333,88766.6667
15183.3333,88650
15033.3333,89100
13733.3333,87566.6667
14316.6667,88133.3333
13433.3333,87050
15083.3333,87683.3333
15233.3333,87833.3333
14966.6667,87100
15100,87533.3333
15083.3333,88116.6667
14883.3333,88816.6667
13433.3333,87050
15133.3333,83650
15566.6667,87833.3333
14850,88150
14733.3333,87966.6667
15500,88116.6667
15500,88116.6667
14050,88700
15283.3333,83500
14550,87316.6667
14316.6667,87616.6667
14633.3333,87750
14150,86800
13666.6667,86950
13616.6667,87083.3333
13066.6667,86983.3333
13783.3333,87533.3333
15883.3333,85033.3333
15050,86466.6667
15033.3333,88366.6667
14916.6667,87866.6667
14100,87983.3333
13600,87116.6667
15116.6667,88316.6667
13216.6667,86966.6667
14566.6667,88833.3333
14316.6667,87166.6667
15216.6667,88016.6667
15100,88750
15066.6667,85866.6667
14600,86250
14316.6667,87166.6667
13750,87316.6667
15750,88016.6667
14716.6667,88150
15216.6667,88533.3333
14916.6667,89000
14316.6667,86750
14650,88183.3333
15400,87016.6667
15100,88400
15066.6667,87883.3333
14900,87233.3333
14866.6667,87166.6667
14816.6667,86783.3333
14716.6667,86216.6667
14650,88300
14100,88733.3333
13433.3333,87033.3333
14066.6667,88616.6667
13583.3333,87266.6667
13900,86950
13900,86950
13350,86983.3333
13583.3333,87266.6667
13250,87066.6667
14983.3333,86716.6667
14616.6667,86750
15800,85283.3333
14766.6667,87950
13833.3333,87116.6667
13350,86966.6667
13850,87666.6667
13416.6667,87366.6667
13416.6667,87366.6667
15000,89100
15716.6667,87000
15700,87700
15533.3333,88150
15316.6667,87766.6667
15150,88266.6667
15133.3333,88550
15083.3333,87516.6667
15066.6667,88350
15033.3333,86716.6667
15016.6667,88750
15000,89100
14966.6667,87100
14916.6667,89066.6667
14816.6667,88400
14783.3333,88150
14666.6667,88900
14533.3333,86683.3333
13950,87033.3333
13866.6667,86516.6667
15866.6667,85583.3333
14433.3333,87150
13966.6667,86633.3333
14350,86833.3333
13200,87300
14600,87333.3333
15100,87200
14950,88750
14833.3333,86266.6667
14716.6667,87666.6667
14133.3333,88666.6667
13933.3333,88400
13866.6667,87666.6667
13400,87116.6667
14166.6667,87683.3333
14100,87183.3333
13550,86966.6667
13516.6667,87083.3333
14100,87183.3333
13900,88216.6667
14383.3333,89166.6667
13900,87700
13583.3333,87716.6667
13116.6667,86966.6667
14700,87083.3333
14633.3333,88866.6667
14483.3333,88783.3333
14316.6667,88483.3333
14266.6667,86266.6667
13933.3333,88200
13766.6667,87316.6667
13683.3333,87733.3333
13616.6667,87033.3333
15700,87516.6667
14933.3333,86383.3333
14616.6667,86300
14933.3333,86383.3333
13316.6667,87083.3333
14133.3333,87650
15283.3333,87933.3333
14050,88616.6667
15066.6667,88616.6667
14333.3333,87866.6667
14633.3333,88650
14766.6667,89066.6667
14900,88050
14816.6667,87416.6667
14516.6667,88033.3333
13466.6667,87166.6667
14300,88866.6667
14100,88683.3333
15133.3333,88250
14333.3333,89016.6667
14083.3333,87816.6667
15500,88216.6667
15283.3333,88083.3333
15100,88400
15016.6667,87450
14866.6667,88066.6667
14500,89050
14450,88683.3333
14350,88633.3333
14333.3333,89016.6667
14316.6667,88850
14250,88966.6667
14233.3333,88616.6667
13850,86500
13266.6667,87033.3333
15283.3333,88566.6667
13966.6667,86883.3333
14133.3333,88616.6667
13883.3333,87066.6667
14683.3333,87183.3333
14250,86800
14166.6667,86800
14050,86666.6667
13916.6667,86600
13783.3333,87233.3333
13766.6667,87583.3333
13666.6667,87350
13583.3333,87416.6667
13133.3333,87033.3333
15016.6667,87933.3333
14750,87033.3333
14966.6667,87216.6667
14866.6667,86316.6667
13433.3333,86816.6667
14033.3333,88316.6667
13666.6667,87400
14883.3333,86316.6667
13966.6667,86633.3333
13933.3333,86583.3333
13716.6667,86883.3333
13716.6667,86783.3333
13533.3333,86966.6667
13766.6667,87633.3333
15100,85883.3333
15050,88266.6667
14166.6667,86333.3333
14066.6667,85983.3333
13733.3333,87116.6667
13616.6667,87050
15100,85883.3333
14766.6667,87466.6667
14716.6667,86316.6667
14016.6667,88183.3333
13733.3333,87116.6667
13716.6667,87283.3333
13616.6667,87333.3333
13416.6667,86966.6667
14200,88466.6667
14700,86083.3333
13466.6667,87083.3333
13300,86883.3333
13500,87033.3333
14766.6667,87266.6667
14100,87833.3333
13916.6667,87133.3333
13800,87633.3333
14050,88300
14500,87666.6667
13900,87700
14383.3333,89166.6667
14566.6667,89133.3333
14783.3333,87650
15366.6667,86733.3333
14700,87666.6667
14800,88600
14066.6667,87283.3333
14700,89116.6667
14516.6667,89266.6667
14333.3333,88666.6667
14083.3333,87116.6667
13833.3333,87100
13783.3333,87550
13383.3333,87016.6667
15683.3333,86783.3333
15466.6667,86566.6667
14833.3333,88733.3333
14833.3333,88733.3333
15433.3333,88233.3333
14966.6667,87283.3333
13500,87016.6667
13316.6667,86750
14050,86550
13783.3333,87166.6667
14166.6667,86616.6667
15033.3333,88400
13616.6667,87400
14933.3333,88966.6667
14883.3333,89116.6667
14200,88083.3333
15116.6667,86966.6667
15383.3333,86516.6667
15016.6667,87250
13933.3333,87250
13916.6667,87300
13850,87000
15666.6667,87483.3333
15383.3333,86516.6667
15116.6667,86966.6667
14966.6667,86700
14816.6667,88333.3333
14800,86200
14783.3333,88383.3333
14783.3333,87500
14500,87350
14400,87133.3333
13933.3333,87250
13800,87050
13583.3333,87100
14166.6667,86733.3333
14166.6667,88716.6667
14150,88550
13483.3333,87016.6667
14850,88683.3333
15066.6667,87266.6667
15050,88633.3333
14850,88683.3333
14483.3333,87100
13683.3333,87650
13616.6667,87400
13416.6667,87100
13416.6667,87066.6667
15066.6667,87266.6667
14416.6667,87683.3333
13166.6667,87050
14083.3333,87033.3333
14933.3333,88200
15430.8333,88554.4444
15033.3333,86650
13666.6667,87516.6667
13416.6667,87550
14116.6667,87550
13533.3333,86883.3333
13466.6667,87166.6667
13283.3333,87050
13166.6667,87066.6667
14383.3333,87566.6667
14383.3333,87566.6667
14316.6667,87583.3333
13766.6667,87200
13233.3333,87300
13233.3333,86983.3333
14833.3333,88216.6667
14066.6667,88500
14716.6667,88600
14183.3333,87150
14100,87183.3333
13900,88183.3333
14000,88316.6667
13650,87516.6667
13450,87033.3333
13316.6667,87600
14933.3333,87216.6667
14900,86133.3333
14816.6667,88616.6667
14800,88450
14766.6667,88616.6667
14683.3333,88483.3333
14300,87833.3333
14200,87983.3333
14116.6667,87966.6667
13983.3333,87933.3333
13900,87700
13900,86950
13766.6667,87233.3333
13733.3333,87333.3333
13666.6667,87316.6667
13533.3333,86916.6667
13100,87000
13783.3333,87233.3333
13783.3333,87233.3333
15033.3333,88800
14700,86683.3333
13816.6667,86950
15050,86500
13433.3333,87016.6667
15466.6667,88050
14850,89033.3333
14066.6667,88500
13766.6667,87650
13566.6667,87183.3333
13300,87283.3333
14983.3333,88300
14866.6667,88933.3333
14783.3333,89000
14783.3333,88400
13166.6667,87166.6667
15483.3333,88133.3333
14916.6667,88933.3333
14616.6667,87766.6667
15100,86800
15266.6667,88000
15033.3333,88066.6667
13483.3333,86950
13466.6667,86850
15733.3333,87400
15266.6667,88000
14583.3333,88583.3333
14433.3333,88133.3333
14350,88433.3333
14283.3333,88083.3333
13450,87583.3333
13366.6667,86833.3333
14750,88950
14100,87150
14266.6667,88083.3333
14266.6667,88083.3333
13950,87283.3333
15000,87300
14200,87216.6667
15000,87300
13966.6667,87333.3333
14266.6667,88700
15366.6667,85750
15350,88083.3333
14800,87533.3333
14716.6667,87016.6667
14383.3333,88400
14083.3333,87250
14033.3333,88400
13983.3333,88483.3333
13866.6667,87350
15750,87250
13866.6667,86533.3333
15816.6667,85166.6667
15050,88700
13733.3333,86800
14316.6667,87416.6667
14300,87783.3333
14150,88400
14133.3333,87816.6667
14116.6667,88416.6667
13950,87083.3333
13350,86783.3333
13483.3333,87150
14916.6667,88300
14733.3333,87483.3333
14683.3333,89000
14366.6667,87750
13650,87050
15250,85983.3333
14600,86583.3333
14566.6667,88616.6667
14550,88516.6667
14050,88516.6667
14050,88516.6667
13783.3333,87266.6667
13766.6667,87200
13750,87233.3333
13816.6667,87100
14783.3333,87716.6667
14516.6667,88466.6667
14483.3333,88900
14416.6667,88966.6667
14316.6667,88500
13950,87300
13716.6667,87350
14116.6667,86783.3333
14283.3333,86783.3333
14183.3333,87600
13500,86783.3333
13333.3333,86733.3333
14900,88950
14783.3333,87733.3333
14533.3333,88466.6667
14350,87583.3333
14116.6667,87533.3333
14033.3333,87000
13916.6667,87600
13800,87316.6667
13800,86866.6667
13766.6667,87416.6667
13766.6667,87400
13650,86966.6667
13616.6667,87500
13600,87416.6667
13600,87066.6667
13533.3333,87533.3333
13500,86783.3333
13316.6667,86916.6667
13216.6667,87016.6667
15633.3333,87166.6667
14283.3333,87566.6667
14933.3333,89033.3333
14466.6667,88516.6667
14433.3333,88533.3333
14783.3333,88600
15783.3333,84783.3333
15633.3333,87950
14933.3333,87916.6667
14933.3333,87733.3333
14900,87983.3333
14800,88366.6667
14750,87983.3333
14533.3333,87633.3333
14533.3333,87433.3333
14416.6667,87366.6667
14100,88350
14100,86683.3333
14016.6667,87966.6667
13883.3333,88200
13883.3333,87466.6667
13850,88316.6667
13850,88250
13783.3333,87300
13766.6667,87166.6667
13750,87266.6667
13733.3333,87383.3333
13716.6667,87400
13700,87616.6667
13683.3333,87366.6667
13666.6667,87266.6667
13600,87633.3333
13583.3333,87083.3333
13566.6667,87200
13550,87133.3333
13533.3333,87150
13433.3333,87166.6667
13366.6667,87183.3333
13350,86983.3333
13200,87100
13183.3333,87000
15716.6667,85133.3333
15250,85800
14716.6667,88050
14066.6667,88433.3333
13916.6667,87966.6667
13866.6667,86633.3333
13800,86566.6667
15716.6667,86016.6667
15716.6667,86783.3333
15516.6667,86050
15516.6667,85250
15250,86916.6667
15083.3333,87150
14383.3333,85933.3333
14966.6667,88850
14166.6667,88633.3333
14150,87583.3333
13850,86566.6667
13800,86650
13433.3333,87100
13416.6667,86933.3333
14933.3333,87450
15733.3333,87650
15216.6667,86050
15083.3333,87183.3333
14916.6667,89016.6667
14833.3333,88216.6667
14683.3333,86333.3333
14666.6667,87300
14366.6667,87950
13883.3333,88233.3333
13866.6667,88233.3333
13550,86966.6667
14583.3333,86266.6667
14733.3333,88900
14683.3333,87316.6667
14266.6667,87433.3333
14233.3333,87800
13916.6667,87733.3333
13816.6667,86650
14416.6667,87666.6667
14133.3333,87566.6667
14133.3333,87566.6667
14583.3333,87266.6667
13300,87066.6667
14950,86733.3333
14933.3333,86383.3333
14716.6667,88650
14683.3333,88766.6667
13833.3333,87250
13783.3333,87633.3333
13633.3333,86950
13600,87016.6667
13466.6667,87183.3333
13300,87066.6667
14900,87583.3333
14900,86750
14783.3333,87750
14716.6667,86050
14433.3333,87250
14250,88666.6667
14183.3333,88250
14050,88033.3333
13783.3333,87266.6667
13750,87316.6667
13716.6667,87033.3333
13700,87416.6667
13583.3333,87750
13550,87333.3333
13433.3333,87016.6667
13416.6667,86816.6667
13400,87116.6667
13016.6667,87016.6667
13716.6667,87450
13666.6667,87400
14083.3333,87683.3333
14050,87583.3333
13716.6667,86800
13583.3333,87100
14983.3333,87133.3333
14883.3333,87300
14650,89116.6667
14633.3333,87733.3333
14483.3333,88100
13516.6667,86883.3333
13900,88216.6667
15116.6667,86433.3333
14883.3333,87116.6667
14700,86133.3333
14966.6667,88966.6667
14750,89016.6667
15283.3333,86216.6667
14983.3333,88300
14633.3333,86250
14266.6667,88833.3333
14266.6667,87716.6667
13966.6667,87500
14966.6667,87450
14983.3333,88700
15466.6667,86583.3333
14916.6667,87900
14866.6667,86433.3333
13800,86833.3333
13450,87166.6667
15683.3333,86783.3333
15250,88000
14866.6667,86316.6667
15383.3333,88183.3333
15250,88016.6667
14100,88633.3333
15150,88266.6667
14100,88633.3333
13966.6667,86883.3333
13516.6667,87016.6667
15333.3333,87016.6667
14766.6667,87433.3333
14350,87866.6667
14266.6667,87833.3333
14133.3333,88083.3333
14016.6667,86466.6667
13950,87283.3333
14366.6667,88716.6667
13050,87066.6667
14466.6667,89300
14750,89083.3333
14016.6667,88600
15116.6667,88083.3333
14816.6667,88650
13483.3333,87133.3333
15083.3333,86650
14600,86250
13866.6667,86516.6667
13200,87000
14900,88316.6667
14100,87383.3333
13700,87400
13850,87333.3333
15483.3333,86666.6667
15533.3333,86366.6667
15516.6667,88166.6667
15383.3333,88183.3333
15733.3333,87266.6667
15733.3333,87266.6667
15550,86283.3333
15533.3333,86366.6667
15516.6667,88166.6667
15483.3333,86666.6667
15366.6667,88150
15250,88150
15200,85616.6667
15183.3333,88400
15133.3333,88183.3333
15116.6667,87516.6667
15083.3333,85466.6667
15050,89016.6667
14983.3333,87266.6667
